date,OT
1901/1/1 0:00,999.103381
1901/1/1 1:00,1013.616397
1901/1/1 2:00,1007.899214
1901/1/1 3:00,1008.501581
1901/1/1 4:00,1012.952033
1901/1/1 5:00,1014.147022
1901/1/1 6:00,1008.041435
1901/1/1 7:00,1007.333241
1901/1/1 8:00,1001.330256
1901/1/1 9:00,999.9141181
1901/1/1 10:00,1001.314402
1901/1/1 11:00,997.8147604
1901/1/1 12:00,998.4336849
1901/1/1 13:00,994.1256098
1901/1/1 14:00,999.6121729
1901/1/1 15:00,982.4788934
1901/1/1 16:00,972.3946352
1901/1/1 17:00,1005.299603
1901/1/1 18:00,1100.302362
1901/1/1 19:00,1098.915853
1901/1/1 20:00,975.8031606
1901/1/1 21:00,994.2196031
1901/1/1 22:00,988.5289197
1901/1/1 23:00,990.7250625
1901/1/2 0:00,987.9603532
1901/1/2 1:00,990.0631213
1901/1/2 2:00,985.4821121
1901/1/2 3:00,990.211765
1901/1/2 4:00,987.8703979
1901/1/2 5:00,987.7507805
1901/1/2 6:00,986.3489185
1901/1/2 7:00,988.2799895
1901/1/2 8:00,985.3772049
1901/1/2 9:00,986.6410702
1901/1/2 10:00,982.351948
1901/1/2 11:00,984.663807
1901/1/2 12:00,983.850826
1901/1/2 13:00,982.6799498
1901/1/2 14:00,980.09173
1901/1/2 15:00,976.2429605
1901/1/2 16:00,973.2076805
1901/1/2 17:00,968.5157808
1901/1/2 18:00,964.2064593
1901/1/2 19:00,962.2160884
1901/1/2 20:00,960.0002181
1901/1/2 21:00,960.6023482
1901/1/2 22:00,967.2290559
1901/1/2 23:00,974.0973043
1901/1/3 0:00,979.7420207
1901/1/3 1:00,988.7172866
1901/1/3 2:00,992.5161245
1901/1/3 3:00,994.33881
1901/1/3 4:00,991.2537766
1901/1/3 5:00,992.4943316
1901/1/3 6:00,992.074664
1901/1/3 7:00,991.7657698
1901/1/3 8:00,989.5607876
1901/1/3 9:00,991.0550516
1901/1/3 10:00,988.889579
1901/1/3 11:00,984.7650224
1901/1/3 12:00,985.4526393
1901/1/3 13:00,981.5797536
1901/1/3 14:00,983.750868
1901/1/3 15:00,983.5943633
1901/1/3 16:00,983.0594744
1901/1/3 17:00,979.519872
1901/1/3 18:00,982.072917
1901/1/3 19:00,978.5596991
1901/1/3 20:00,980.8983324
1901/1/3 21:00,980.3770075
1901/1/3 22:00,982.429422
1901/1/3 23:00,978.6871596
1901/1/4 0:00,982.7617824
1901/1/4 1:00,980.0270347
1901/1/4 2:00,978.8401005
1901/1/4 3:00,980.7356563
1901/1/4 4:00,987.0071323
1901/1/4 5:00,986.852545
1901/1/4 6:00,988.6765791
1901/1/4 7:00,987.3264036
1901/1/4 8:00,988.5743578
1901/1/4 9:00,981.286154
1901/1/4 10:00,982.5725976
1901/1/4 11:00,978.8691234
1901/1/4 12:00,977.1607371
1901/1/4 13:00,975.9708911
1901/1/4 14:00,979.223222
1901/1/4 15:00,974.6024873
1901/1/4 16:00,975.9008746
1901/1/4 17:00,951.8142732
1901/1/4 18:00,986.5593228
1901/1/4 19:00,1049.534152
1901/1/4 20:00,1117.952646
1901/1/4 21:00,1003.246703
1901/1/4 22:00,926.921414
1901/1/4 23:00,971.2507671
1901/1/5 0:00,961.2124449
1901/1/5 1:00,972.0908084
1901/1/5 2:00,964.5133566
1901/1/5 3:00,971.217224
1901/1/5 4:00,965.6022086
1901/1/5 5:00,970.7206938
1901/1/5 6:00,967.6904391
1901/1/5 7:00,971.7731196
1901/1/5 8:00,968.2668278
1901/1/5 9:00,971.0071308
1901/1/5 10:00,968.9058424
1901/1/5 11:00,969.7831553
1901/1/5 12:00,967.2328533
1901/1/5 13:00,968.282802
1901/1/5 14:00,965.2157439
1901/1/5 15:00,963.4200046
1901/1/5 16:00,959.54993
1901/1/5 17:00,955.6714557
1901/1/5 18:00,950.4831711
1901/1/5 19:00,947.0572163
1901/1/5 20:00,944.1244696
1901/1/5 21:00,942.1426434
1901/1/5 22:00,943.9414084
1901/1/5 23:00,952.0976228
1901/1/6 0:00,962.8384442
1901/1/6 1:00,973.3209628
1901/1/6 2:00,978.4424127
1901/1/6 3:00,985.7975104
1901/1/6 4:00,985.3480574
1901/1/6 5:00,987.4419395
1901/1/6 6:00,985.7926088
1901/1/6 7:00,987.8149079
1901/1/6 8:00,984.6532399
1901/1/6 9:00,987.4174631
1901/1/6 10:00,983.5448906
1901/1/6 11:00,986.7349495
1901/1/6 12:00,983.8726816
1901/1/6 13:00,984.9112022
1901/1/6 14:00,981.0334698
1901/1/6 15:00,983.1233743
1901/1/6 16:00,980.2643203
1901/1/6 17:00,981.9065335
1901/1/6 18:00,979.9159503
1901/1/6 19:00,982.0005902
1901/1/6 20:00,979.1112253
1901/1/6 21:00,982.3823295
1901/1/6 22:00,980.8208891
1901/1/6 23:00,981.5693534
1901/1/7 0:00,981.1321746
1901/1/7 1:00,982.2830447
1901/1/7 2:00,981.0557461
1901/1/7 3:00,983.1989275
1901/1/7 4:00,981.1208166
1901/1/7 5:00,984.2341392
1901/1/7 6:00,984.8455878
1901/1/7 7:00,988.6051939
1901/1/7 8:00,990.850749
1901/1/7 9:00,992.336502
1901/1/7 10:00,987.2394196
1901/1/7 11:00,986.9341872
1901/1/7 12:00,981.8594485
1901/1/7 13:00,983.6127139
1901/1/7 14:00,980.0071074
1901/1/7 15:00,983.6264773
1901/1/7 16:00,978.3543326
1901/1/7 17:00,983.7254261
1901/1/7 18:00,962.7787924
1901/1/7 19:00,964.09431
1901/1/7 20:00,1045.121662
1901/1/7 21:00,1153.665376
1901/1/7 22:00,1037.579416
1901/1/7 23:00,961.4250125
1901/1/8 0:00,981.4399714
1901/1/8 1:00,967.5978447
1901/1/8 2:00,976.7013158
1901/1/8 3:00,967.3874537
1901/1/8 4:00,972.9478136
1901/1/8 5:00,966.8485932
1901/1/8 6:00,972.4134972
1901/1/8 7:00,968.8208046
1901/1/8 8:00,972.6144072
1901/1/8 9:00,968.8224619
1901/1/8 10:00,970.4565237
1901/1/8 11:00,967.7559252
1901/1/8 12:00,968.8335559
1901/1/8 13:00,964.3891451
1901/1/8 14:00,965.9019721
1901/1/8 15:00,960.7463847
1901/1/8 16:00,957.373019
1901/1/8 17:00,950.5279275
1901/1/8 18:00,949.4359117
1901/1/8 19:00,942.9706727
1901/1/8 20:00,943.1211948
1901/1/8 21:00,940.4551074
1901/1/8 22:00,946.4043455
1901/1/8 23:00,955.6429126
1901/1/9 0:00,969.5284626
1901/1/9 1:00,976.8253378
1901/1/9 2:00,983.9918944
1901/1/9 3:00,982.2225166
1901/1/9 4:00,985.687935
1901/1/9 5:00,983.6579197
1901/1/9 6:00,985.4111277
1901/1/9 7:00,984.4879386
1901/1/9 8:00,985.6090472
1901/1/9 9:00,982.1790119
1901/1/9 10:00,982.1591822
1901/1/9 11:00,980.0010987
1901/1/9 12:00,980.0240444
1901/1/9 13:00,975.7195467
1901/1/9 14:00,977.8887714
1901/1/9 15:00,976.1859221
1901/1/9 16:00,977.8377354
1901/1/9 17:00,975.2876962
1901/1/9 18:00,979.0589501
1901/1/9 19:00,974.6553449
1901/1/9 20:00,978.3781358
1901/1/9 21:00,977.8470269
1901/1/9 22:00,979.6804664
1901/1/9 23:00,977.5761105
1901/1/10 0:00,980.6629178
1901/1/10 1:00,976.6494368
1901/1/10 2:00,980.3495609
1901/1/10 3:00,980.0831008
1901/1/10 4:00,985.7264132
1901/1/10 5:00,983.1828088
1901/1/10 6:00,990.7936494
1901/1/10 7:00,989.4269437
1901/1/10 8:00,990.2880584
1901/1/10 9:00,982.4271241
1901/1/10 10:00,984.9275077
1901/1/10 11:00,979.3566127
1901/1/10 12:00,982.0375667
1901/1/10 13:00,976.7453179
1901/1/10 14:00,981.8625914
1901/1/10 15:00,975.4532607
1901/1/10 16:00,973.6573189
1901/1/10 17:00,941.4641349
1901/1/10 18:00,969.3429528
1901/1/10 19:00,1048.273269
1901/1/10 20:00,1145.351289
1901/1/10 21:00,1026.220051
1901/1/10 22:00,961.114779
1901/1/10 23:00,982.5413209
1901/1/11 0:00,969.4290859
1901/1/11 1:00,976.4646595
1901/1/11 2:00,969.8126524
1901/1/11 3:00,974.3553936
1901/1/11 4:00,969.5206745
1901/1/11 5:00,973.8118663
1901/1/11 6:00,971.2802326
1901/1/11 7:00,973.8233894
1901/1/11 8:00,971.2252292
1901/1/11 9:00,971.5412102
1901/1/11 10:00,970.6864469
1901/1/11 11:00,972.8723261
1901/1/11 12:00,969.843862
1901/1/11 13:00,969.7783227
1901/1/11 14:00,964.4925115
1901/1/11 15:00,962.7108035
1901/1/11 16:00,957.2915576
1901/1/11 17:00,952.9108043
1901/1/11 18:00,947.1339376
1901/1/11 19:00,947.8888638
1901/1/11 20:00,947.9031587
1901/1/11 21:00,957.4287822
1901/1/11 22:00,966.4523061
1901/1/11 23:00,975.9966501
1901/1/12 0:00,979.7514852
1901/1/12 1:00,982.2588323
1901/1/12 2:00,984.366204
1901/1/12 3:00,985.2313087
1901/1/12 4:00,984.5862259
1901/1/12 5:00,984.2992676
1901/1/12 6:00,981.7663857
1901/1/12 7:00,981.8488849
1901/1/12 8:00,978.6391796
1901/1/12 9:00,981.1641942
1901/1/12 10:00,978.1095916
1901/1/12 11:00,977.9378389
1901/1/12 12:00,975.89405
1901/1/12 13:00,979.0055473
1901/1/12 14:00,975.1906043
1901/1/12 15:00,977.7559608
1901/1/12 16:00,974.7815202
1901/1/12 17:00,978.0036473
1901/1/12 18:00,975.4685456
1901/1/12 19:00,977.6859633
1901/1/12 20:00,975.3334912
1901/1/12 21:00,978.6691777
1901/1/12 22:00,975.2122529
1901/1/12 23:00,976.9190742
1901/1/13 0:00,975.7267943
1901/1/13 1:00,977.695058
1901/1/13 2:00,977.4620818
1901/1/13 3:00,982.3487454
1901/1/13 4:00,980.5259309
1901/1/13 5:00,988.7446968
1901/1/13 6:00,983.7777604
1901/1/13 7:00,982.2161268
1901/1/13 8:00,977.27359
1901/1/13 9:00,976.940072
1901/1/13 10:00,974.2424503
1901/1/13 11:00,977.6359249
1901/1/13 12:00,969.9132426
1901/1/13 13:00,976.2473565
1901/1/13 14:00,970.5913317
1901/1/13 15:00,977.0035035
1901/1/13 16:00,959.1401109
1901/1/13 17:00,956.5519826
1901/1/13 18:00,1007.179786
1901/1/13 19:00,1099.652275
1901/1/13 20:00,1006.781069
1901/1/13 21:00,944.8545206
1901/1/13 22:00,972.8865016
1901/1/13 23:00,958.5519918
1901/1/14 0:00,971.0964784
1901/1/14 1:00,961.3343212
1901/1/14 2:00,969.5746922
1901/1/14 3:00,963.0807972
1901/1/14 4:00,968.5174561
1901/1/14 5:00,964.7826369
1901/1/14 6:00,971.349412
1901/1/14 7:00,965.938015
1901/1/14 8:00,965.9471157
1901/1/14 9:00,962.7272159
1901/1/14 10:00,967.3048762
1901/1/14 11:00,961.5558802
1901/1/14 12:00,965.6089955
1901/1/14 13:00,961.5284946
1901/1/14 14:00,959.5798234
1901/1/14 15:00,952.1166344
1901/1/14 16:00,948.8158763
1901/1/14 17:00,943.4443817
1901/1/14 18:00,942.4518252
1901/1/14 19:00,939.9029634
1901/1/14 20:00,946.5846815
1901/1/14 21:00,946.6983053
1901/1/14 22:00,954.353721
1901/1/14 23:00,962.2193603
1901/1/15 0:00,972.5665649
1901/1/15 1:00,974.3455977
1901/1/15 2:00,976.4314845
1901/1/15 3:00,975.0529733
1901/1/15 4:00,978.2591714
1901/1/15 5:00,976.2984401
1901/1/15 6:00,975.0243014
1901/1/15 7:00,975.3640378
1901/1/15 8:00,972.864035
1901/1/15 9:00,968.7694253
1901/1/15 10:00,973.5737155
1901/1/15 11:00,969.0814633
1901/1/15 12:00,972.8290465
1901/1/15 13:00,967.9371898
1901/1/15 14:00,971.8728081
1901/1/15 15:00,970.2743983
1901/1/15 16:00,972.2645474
1901/1/15 17:00,970.2683862
1901/1/15 18:00,970.9385783
1901/1/15 19:00,970.5365434
1901/1/15 20:00,972.7564363
1901/1/15 21:00,970.7245524
1901/1/15 22:00,972.220797
1901/1/15 23:00,969.186754
1901/1/16 0:00,972.0445811
1901/1/16 1:00,974.1030701
1901/1/16 2:00,978.9276236
1901/1/16 3:00,976.8220509
1901/1/16 4:00,982.3003763
1901/1/16 5:00,979.7564838
1901/1/16 6:00,979.7115178
1901/1/16 7:00,974.3927558
1901/1/16 8:00,976.4602895
1901/1/16 9:00,971.4715882
1901/1/16 10:00,975.656517
1901/1/16 11:00,970.5217316
1901/1/16 12:00,976.7824471
1901/1/16 13:00,970.9009674
1901/1/16 14:00,978.3814733
1901/1/16 15:00,954.1477135
1901/1/16 16:00,966.7552274
1901/1/16 17:00,1022.916132
1901/1/16 18:00,1115.613845
1901/1/16 19:00,1009.112976
1901/1/16 20:00,946.9618256
1901/1/16 21:00,980.8784515
1901/1/16 22:00,969.4204378
1901/1/16 23:00,976.6700748
1901/1/17 0:00,969.638813
1901/1/17 1:00,975.7133514
1901/1/17 2:00,971.4220586
1901/1/17 3:00,975.1786724
1901/1/17 4:00,973.792404
1901/1/17 5:00,977.5207451
1901/1/17 6:00,974.8542598
1901/1/17 7:00,977.4331534
1901/1/17 8:00,975.912378
1901/1/17 9:00,976.579536
1901/1/17 10:00,973.9825682
1901/1/17 11:00,975.6942332
1901/1/17 12:00,972.8134563
1901/1/17 13:00,969.762271
1901/1/17 14:00,965.2019846
1901/1/17 15:00,964.8390859
1901/1/17 16:00,957.8558961
1901/1/17 17:00,957.4065098
1901/1/17 18:00,950.0187812
1901/1/17 19:00,950.8905751
1901/1/17 20:00,953.6278273
1901/1/17 21:00,965.5483225
1901/1/17 22:00,975.5883943
1901/1/17 23:00,985.7545754
1901/1/18 0:00,989.5947077
1901/1/18 1:00,993.3738281
1901/1/18 2:00,993.8409989
1901/1/18 3:00,995.3740067
1901/1/18 4:00,995.0993416
1901/1/18 5:00,996.4984302
1901/1/18 6:00,991.9223653
1901/1/18 7:00,994.489094
1901/1/18 8:00,991.7104187
1901/1/18 9:00,992.2908493
1901/1/18 10:00,990.4374105
1901/1/18 11:00,991.1654864
1901/1/18 12:00,989.9288639
1901/1/18 13:00,989.8615523
1901/1/18 14:00,989.6503432
1901/1/18 15:00,990.3537044
1901/1/18 16:00,990.3612014
1901/1/18 17:00,992.0321689
1901/1/18 18:00,990.0440747
1901/1/18 19:00,992.3438177
1901/1/18 20:00,989.82091
1901/1/18 21:00,992.8758069
1901/1/18 22:00,992.2070627
1901/1/18 23:00,993.9990932
1901/1/19 0:00,992.4978276
1901/1/19 1:00,994.2787839
1901/1/19 2:00,993.4765377
1901/1/19 3:00,998.8608434
1901/1/19 4:00,998.0554791
1901/1/19 5:00,1004.139028
1901/1/19 6:00,1006.685451
1901/1/19 7:00,1005.29474
1901/1/19 8:00,1000.355493
1901/1/19 9:00,1000.743636
1901/1/19 10:00,997.5097714
1901/1/19 11:00,996.176161
1901/1/19 12:00,996.208931
1901/1/19 13:00,995.7282252
1901/1/19 14:00,995.3869695
1901/1/19 15:00,995.5949347
1901/1/19 16:00,991.3228384
1901/1/19 17:00,969.4587831
1901/1/19 18:00,1006.439157
1901/1/19 19:00,1120.741681
1901/1/19 20:00,1159.743834
1901/1/19 21:00,999.9479736
1901/1/19 22:00,991.7995845
1901/1/19 23:00,988.4941172
1901/1/20 0:00,987.1991918
1901/1/20 1:00,985.1600485
1901/1/20 2:00,984.8815093
1901/1/20 3:00,985.699117
1901/1/20 4:00,984.9820844
1901/1/20 5:00,986.3532052
1901/1/20 6:00,985.3073097
1901/1/20 7:00,987.017508
1901/1/20 8:00,986.7295466
1901/1/20 9:00,987.4255651
1901/1/20 10:00,986.3132905
1901/1/20 11:00,987.1264806
1901/1/20 12:00,985.835837
1901/1/20 13:00,983.2040841
1901/1/20 14:00,981.7194587
1901/1/20 15:00,979.5010473
1901/1/20 16:00,976.4815933
1901/1/20 17:00,972.8636503
1901/1/20 18:00,969.858757
1901/1/20 19:00,965.0146936
1901/1/20 20:00,962.2862964
1901/1/20 21:00,959.1437169
1901/1/20 22:00,963.5235006
1901/1/20 23:00,970.3809798
1901/1/21 0:00,981.5439773
1901/1/21 1:00,991.4059996
1901/1/21 2:00,999.6682826
1901/1/21 3:00,1002.363914
1901/1/21 4:00,1002.924129
1901/1/21 5:00,1001.371545
1901/1/21 6:00,1003.491818
1901/1/21 7:00,1000.742206
1901/1/21 8:00,1003.623061
1901/1/21 9:00,1000.532246
1901/1/21 10:00,1001.36062
1901/1/21 11:00,1002.178701
1901/1/21 12:00,1002.879448
1901/1/21 13:00,1003.958625
1901/1/21 14:00,1003.649004
1901/1/21 15:00,1001.023694
1901/1/21 16:00,999.3795465
1901/1/21 17:00,994.4073576
1901/1/21 18:00,990.2178226
1901/1/21 19:00,989.7116044
1901/1/21 20:00,991.4668832
1901/1/21 21:00,990.5081591
1901/1/21 22:00,992.62163
1901/1/21 23:00,991.3611771
1901/1/22 0:00,994.562584
1901/1/22 1:00,992.6461811
1901/1/22 2:00,996.9523657
1901/1/22 3:00,981.1144529
1901/1/22 4:00,968.4603852
1901/1/22 5:00,1023.98704
1901/1/22 6:00,1134.604391
1901/1/22 7:00,1107.404987
1901/1/22 8:00,979.2952926
1901/1/22 9:00,997.4619539
1901/1/22 10:00,988.6724084
1901/1/22 11:00,993.8218439
1901/1/22 12:00,989.2084402
1901/1/22 13:00,992.000757
1901/1/22 14:00,988.5439554
1901/1/22 15:00,990.7624126
1901/1/22 16:00,988.1987486
1901/1/22 17:00,990.9336769
1901/1/22 18:00,988.303845
1901/1/22 19:00,990.5331841
1901/1/22 20:00,987.3505632
1901/1/22 21:00,990.9122001
1901/1/22 22:00,985.7337765
1901/1/22 23:00,988.351831
1901/1/23 0:00,983.1310212
1901/1/23 1:00,981.1750604
1901/1/23 2:00,978.0583329
1901/1/23 3:00,975.6827011
1901/1/23 4:00,968.7175912
1901/1/23 5:00,965.7192478
1901/1/23 6:00,960.6830805
1901/1/23 7:00,959.9998858
1901/1/23 8:00,961.1589654
1901/1/23 9:00,967.6343238
1901/1/23 10:00,973.7653366
1901/1/23 11:00,981.2246599
1901/1/23 12:00,984.4579437
1901/1/23 13:00,990.9043127
1901/1/23 14:00,993.2759519
1901/1/23 15:00,993.8958289
1901/1/23 16:00,993.5925015
1901/1/23 17:00,995.4572784
1901/1/23 18:00,994.9831958
1901/1/23 19:00,993.7452364
1901/1/23 20:00,992.3849432
1901/1/23 21:00,992.1531496
1901/1/23 22:00,991.2700594
1901/1/23 23:00,990.3088577
1901/1/24 0:00,991.5046118
1901/1/24 1:00,987.2200926
1901/1/24 2:00,989.5440009
1901/1/24 3:00,987.5242592
1901/1/24 4:00,991.3189937
1901/1/24 5:00,987.4198174
1901/1/24 6:00,990.2827787
1901/1/24 7:00,988.1213363
1901/1/24 8:00,989.8670842
1901/1/24 9:00,986.8096363
1901/1/24 10:00,988.4166728
1901/1/24 11:00,990.2696328
1901/1/24 12:00,989.5317208
1901/1/24 13:00,989.239689
1901/1/24 14:00,987.4599022
1901/1/24 15:00,986.6456445
1901/1/24 16:00,986.9192127
1901/1/24 17:00,985.8371683
1901/1/24 18:00,986.8089892
1901/1/24 19:00,987.5286125
1901/1/24 20:00,985.2987795
1901/1/24 21:00,985.6824449
1901/1/24 22:00,983.7168516
1901/1/24 23:00,982.7393012
1901/1/25 0:00,981.5434744
1901/1/25 1:00,982.6617662
1901/1/25 2:00,982.0660586
1901/1/25 3:00,981.3369288
1901/1/25 4:00,984.5588186
1901/1/25 5:00,982.0546574
1901/1/25 6:00,983.5795315
1901/1/25 7:00,987.1286582
1901/1/25 8:00,989.8792071
1901/1/25 9:00,991.2999223
1901/1/25 10:00,991.7256851
1901/1/25 11:00,989.8269613
1901/1/25 12:00,990.4170898
1901/1/25 13:00,984.8663722
1901/1/25 14:00,987.2099907
1901/1/25 15:00,979.8895427
1901/1/25 16:00,984.7482045
1901/1/25 17:00,977.5861701
1901/1/25 18:00,982.3584328
1901/1/25 19:00,977.0531795
1901/1/25 20:00,981.3067548
1901/1/25 21:00,957.1267212
1901/1/25 22:00,984.5538301
1901/1/25 23:00,1038.87263
1901/1/26 0:00,1123.37553
1901/1/26 1:00,1018.687987
1901/1/26 2:00,939.7550892
1901/1/26 3:00,976.8767766
1901/1/26 4:00,964.5022453
1901/1/26 5:00,976.29235
1901/1/26 6:00,968.0843727
1901/1/26 7:00,975.3797477
1901/1/26 8:00,970.2538081
1901/1/26 9:00,977.0871347
1901/1/26 10:00,970.9826045
1901/1/26 11:00,977.1206678
1901/1/26 12:00,972.8891017
1901/1/26 13:00,977.4763492
1901/1/26 14:00,974.0572689
1901/1/26 15:00,976.9502609
1901/1/26 16:00,971.7342241
1901/1/26 17:00,974.9232271
1901/1/26 18:00,968.9434592
1901/1/26 19:00,972.0166522
1901/1/26 20:00,969.8098495
1901/1/26 21:00,972.6255019
1901/1/26 22:00,966.3459205
1901/1/26 23:00,961.9927162
1901/1/27 0:00,955.3295927
1901/1/27 1:00,950.8868848
1901/1/27 2:00,945.3913806
1901/1/27 3:00,945.1801394
1901/1/27 4:00,944.9147695
1901/1/27 5:00,955.8442046
1901/1/27 6:00,963.6251539
1901/1/27 7:00,976.8848089
1901/1/27 8:00,979.9844595
1901/1/27 9:00,986.6550783
1901/1/27 10:00,986.0913095
1901/1/27 11:00,988.9226168
1901/1/27 12:00,986.5977661
1901/1/27 13:00,988.3988762
1901/1/27 14:00,986.8132157
1901/1/27 15:00,986.9776617
1901/1/27 16:00,985.4363234
1901/1/27 17:00,985.9581578
1901/1/27 18:00,984.3665717
1901/1/27 19:00,982.2712557
1901/1/27 20:00,982.302004
1901/1/27 21:00,982.3189697
1901/1/27 22:00,984.3541569
1901/1/27 23:00,982.8490683
1901/1/28 0:00,981.4675273
1901/1/28 1:00,981.2387236
1901/1/28 2:00,982.0740684
1901/1/28 3:00,982.0543617
1901/1/28 4:00,983.0721722
1901/1/28 5:00,983.0015205
1901/1/28 6:00,983.6652536
1901/1/28 7:00,985.1169073
1901/1/28 8:00,984.9812188
1901/1/28 9:00,984.3819758
1901/1/28 10:00,986.521263
1901/1/28 11:00,988.9925767
1901/1/28 12:00,991.0919874
1901/1/28 13:00,993.5283017
1901/1/28 14:00,997.0633256
1901/1/28 15:00,996.4597782
1901/1/28 16:00,992.509752
1901/1/28 17:00,990.3516537
1901/1/28 18:00,987.7217003
1901/1/28 19:00,987.2029209
1901/1/28 20:00,984.0619624
1901/1/28 21:00,984.0165714
1901/1/28 22:00,985.1261916
1901/1/28 23:00,983.4245328
1901/1/29 0:00,982.1889902
1901/1/29 1:00,960.473198
1901/1/29 2:00,987.1348737
1901/1/29 3:00,1077.046131
