date,OT
1,0.175866051
2,0.175573501
3,0.196668525
4,0.202396978
5,0.202838619
6,0.198425585
7,0.203472418
8,0.212636898
9,0.228661456
10,0.230398452
11,0.218382903
12,0.182685182
13,0.166907153
14,0.190877317
15,0.480363983
16,0.498209151
17,0.30323157
18,0.185582267
19,0.221089628
20,0.210564615
21,0.156563916
22,0.152690015
23,0.135709449
24,0.12556808
25,0.148408421
26,0.154996472
27,0.160590232
28,0.171568026
29,0.194668754
30,0.197408514
31,0.197685237
32,0.192583787
33,0.181539156
34,0.189563494
35,0.221696771
36,0.225757888
37,0.222764671
38,0.204961385
39,0.14676403
40,0.138171513
41,0.403109853
42,0.702960739
43,0.72415044
44,0.399738308
45,0.159471132
46,0.159471132
47,0.11996449
48,0.120912613
49,0.134405143
50,0.139706355
51,0.150091553
52,0.159153244
53,0.175573501
54,0.175573501
55,0.188200518
56,0.195591992
57,0.199026843
58,0.198734709
59,0.191218203
60,0.197289477
61,0.229540593
62,0.230456496
63,0.227181173
64,0.210897332
65,0.167033281
66,0.148802658
67,0.258631383
68,0.451071626
69,0.530100166
70,0.439832114
71,0.136009641
72,0.16215487
73,0.163466158
74,0.155972378
75,0.134849731
76,0.134849731
77,0.145435164
78,0.157880895
79,0.175573501
80,0.175573501
81,0.175573501
82,0.175738562
83,0.175573501
84,0.175573501
85,0.175573501
86,0.182078542
87,0.20495587
88,0.213557195
89,0.218322519
90,0.218322519
91,0.202073801
92,0.187675769
93,0.204349935
94,0.310569032
95,0.709143224
96,0.709143224
97,0.196177104
98,0.134875749
99,0.131265976
100,0.131785344
101,0.14251759
102,0.140984382
103,0.122791199
104,0.137234025
105,0.159986406
106,0.173190281
107,0.175573501
108,0.175573501
109,0.187121429
110,0.199220091
111,0.209196504
112,0.209196504
113,0.223602607
114,0.237690932
115,0.245794262
116,0.245794262
117,0.19913981
118,0.16948398
119,0.188619889
120,0.272267818
121,0.554103078
122,0.554103078
123,0.128156538
124,0.145515876
125,0.173794595
126,0.15646426
127,0.155572166
128,0.141353385
129,0.147970968
130,0.155222839
131,0.18212619
132,0.189457272
133,0.189443983
134,0.184534643
135,0.175843944
136,0.1838714
137,0.18918257
138,0.191520476
139,0.219953546
140,0.236064051
141,0.240244454
142,0.238648253
143,0.19534726
144,0.17332663
145,0.21075586
146,0.291344961
147,0.713824973
148,0.713824973
149,0.18239679
150,0.109237942
151,0.124752984
152,0.124752984
153,0.103482759
154,0.097349199
155,0.097305667
156,0.114768168
157,0.166632178
158,0.176975378
159,0.179069308
160,0.175573501
161,0.18288174
162,0.193193045
163,0.203917919
164,0.204624385
165,0.20969757
166,0.216929358
167,0.231060953
168,0.232332284
169,0.228731036
170,0.210654736
171,0.15421387
172,0.160881292
173,0.383989241
174,0.597304357
175,0.609634807
176,0.35627722
177,0.159654619
178,0.169238416
179,0.146105783
180,0.146575495
181,0.143797787
182,0.146849073
183,0.164114938
184,0.168455001
185,0.176826465
186,0.177353615
187,0.175801888
188,0.178415472
189,0.191241776
190,0.195576519
191,0.20337776
192,0.212663117
193,0.243855593
194,0.248875254
195,0.24853358
196,0.240351651
197,0.178058811
198,0.159482537
199,0.208803325
200,0.356743929
201,0.682276676
202,0.682276676
203,0.142664177
204,0.155054435
205,0.170724183
206,0.123337318
207,0.122058796
208,0.122058796
209,0.115639709
210,0.13656641
211,0.166257646
212,0.175573501
213,0.175573501
214,0.175573501
215,0.176634266
216,0.182000116
217,0.194631762
218,0.200079683
219,0.22287706
220,0.230334436
221,0.237664213
222,0.237664213
223,0.204755213
224,0.187810779
225,0.204935984
226,0.268285161
227,0.559788921
228,0.559788921
229,0.135438247
230,0.20293831
231,0.16916225
232,0.155879897
233,0.169877239
234,0.169877239
235,0.143671699
236,0.147618683
237,0.159823746
238,0.171114048
239,0.179103978
240,0.179103978
241,0.179701741
242,0.18580258
243,0.189846293
244,0.189846293
245,0.193088611
246,0.198244146
247,0.220355025
248,0.220355025
249,0.204898419
250,0.17432146
251,0.14701992
252,0.210732699
253,0.50389935
254,0.582951593
255,0.44826757
256,0.143896853
257,0.149249392
258,0.130996327
259,0.131680917
260,0.114651705
261,0.100114232
262,0.110699126
263,0.143210633
264,0.162417973
265,0.175573501
266,0.175573501
267,0.175573501
268,0.182667369
269,0.191691487
270,0.191866937
271,0.191379526
272,0.196231785
273,0.21667905
274,0.235085088
275,0.23861872
276,0.228532095
277,0.174587114
278,0.164614348
279,0.265627496
280,0.416847581
281,0.551953914
282,0.489367605
283,0.194861243
284,0.194861243
285,0.149182142
286,0.149521516
287,0.148752006
288,0.139315573
289,0.163549608
290,0.16976766
291,0.173358988
292,0.173484472
293,0.175573501
294,0.175573501
295,0.180253529
296,0.181883144
297,0.186154134
298,0.19250528
299,0.224152604
300,0.245012197
301,0.250893104
302,0.250505427
303,0.220394228
304,0.195222225
305,0.175095334
306,0.195241512
307,0.469498317
308,0.505322622
309,0.299551733
310,0.14617559
311,0.188418216
312,0.188418216
313,0.159815366
314,0.158878235
315,0.150755735
316,0.145492497
317,0.15680906
318,0.161430848
319,0.175249621
320,0.177321214
321,0.177048864
322,0.184234976
323,0.196311528
324,0.202151509
325,0.206389201
326,0.213566276
327,0.232679596
328,0.235812895
329,0.234649473
330,0.22276621
331,0.172836234
332,0.157287471
333,0.22743207
334,0.354120863
335,0.500295387
336,0.488279464
337,0.158525807
338,0.184831958
339,0.168395512
